     ,main_currency,secondary_currency,date               ,period,high      ,low       ,open      ,close     ,volume       ,quote_volume  ,weighted_average
14   ,BTC          ,ETH               ,2017-11-01 01:05:00,300   ,0.04769925,0.04750001,0.04769   ,0.0476683 ,18.69101414  ,392.66302474  ,0.04760064
15   ,BTC          ,ETH               ,2017-11-01 01:10:00,300   ,0.047658  ,0.04738514,0.047658  ,0.04752275,8.99502126   ,189.30719578  ,0.04751547
16   ,BTC          ,ETH               ,2017-11-01 01:15:00,300   ,0.04781591,0.04749   ,0.0475    ,0.04771701,10.75883819  ,225.77348532  ,0.04765324
17   ,BTC          ,ETH               ,2017-11-01 01:20:00,300   ,0.047737  ,0.04758101,0.04773203,0.0477072 ,9.51552646   ,199.61107039  ,0.04767033
18   ,BTC          ,ETH               ,2017-11-01 01:25:00,300   ,0.0477806 ,0.047533  ,0.04767215,0.04769289,10.2832164   ,215.60096394  ,0.04769559
19   ,BTC          ,ETH               ,2017-11-01 01:30:00,300   ,0.0476929 ,0.04754416,0.04769289,0.04758701,4.71976501   ,99.0952318    ,0.04762857
20   ,BTC          ,ETH               ,2017-11-01 01:35:00,300   ,0.04767797,0.047543  ,0.04758701,0.04760001,2.68019355   ,56.29890192   ,0.04760649
21   ,BTC          ,ETH               ,2017-11-01 01:40:00,300   ,0.04767318,0.04760003,0.04764152,0.04767318,2.49917186   ,52.44359332   ,0.04765447
22   ,BTC          ,ETH               ,2017-11-01 01:45:00,300   ,0.04767317,0.047656  ,0.04767317,0.04767316,2.78407387   ,58.40008564   ,0.04767242
23   ,BTC          ,ETH               ,2017-11-01 01:50:00,300   ,0.0477804 ,0.04762303,0.04766802,0.04772503,5.05434066   ,105.93311104  ,0.04771256
24   ,BTC          ,ETH               ,2017-11-01 01:55:00,300   ,0.04781559,0.04772601,0.04776273,0.04772633,3.73118141   ,78.13736277   ,0.04775156
25   ,BTC          ,ETH               ,2017-11-01 02:00:00,300   ,0.04779429,0.04772601,0.04773101,0.04772601,7.56045209   ,158.33426378  ,0.04774994
26   ,BTC          ,ETH               ,2017-11-01 02:05:00,300   ,0.04781002,0.04770304,0.04773306,0.0478    ,8.82464349   ,184.66957814  ,0.04778612
27   ,BTC          ,ETH               ,2017-11-01 02:10:00,300   ,0.04788778,0.04770004,0.0478    ,0.04776   ,15.27431133  ,319.5710484   ,0.04779629
28   ,BTC          ,ETH               ,2017-11-01 02:15:00,300   ,0.04782797,0.04758522,0.04776   ,0.04758522,3.57545712   ,74.98870226   ,0.04767994
29   ,BTC          ,ETH               ,2017-11-01 02:20:00,300   ,0.047595  ,0.04731543,0.0475764 ,0.04742541,29.95303396  ,631.28153669  ,0.04744798
30   ,BTC          ,ETH               ,2017-11-01 02:25:00,300   ,0.047492  ,0.04731594,0.04748197,0.04741131,5.90752759   ,124.60341412  ,0.04741063
31   ,BTC          ,ETH               ,2017-11-01 02:30:00,300   ,0.04755248,0.0472693 ,0.04746297,0.04733894,31.81274401  ,671.88265866  ,0.04734866
32   ,BTC          ,ETH               ,2017-11-01 02:35:00,300   ,0.0474    ,0.04731002,0.04731002,0.047348  ,3.74155002   ,79.06468654   ,0.04732264
33   ,BTC          ,ETH               ,2017-11-01 02:40:00,300   ,0.047348  ,0.04708905,0.047348  ,0.04710025,38.03274485  ,805.56445478  ,0.04721254
34   ,BTC          ,ETH               ,2017-11-01 02:45:00,300   ,0.047266  ,0.04710025,0.04718083,0.04712823,4.82527244   ,102.24142874  ,0.04719488
35   ,BTC          ,ETH               ,2017-11-01 02:50:00,300   ,0.04717181,0.04693   ,0.0471295 ,0.04693   ,77.60922044  ,1650.9246888  ,0.04700954
36   ,BTC          ,ETH               ,2017-11-01 02:55:00,300   ,0.04719835,0.04689573,0.04693001,0.04698104,59.98973779  ,1276.79022439 ,0.0469848
37   ,BTC          ,ETH               ,2017-11-01 03:00:00,300   ,0.04743854,0.04698111,0.047157  ,0.04732501,30.02668726  ,635.71639577  ,0.04723283
38   ,BTC          ,ETH               ,2017-11-01 03:05:00,300   ,0.04749999,0.0473    ,0.04733001,0.04738695,36.35891844  ,767.68756817  ,0.0473616
39   ,BTC          ,ETH               ,2017-11-01 03:10:00,300   ,0.0474413 ,0.04733637,0.04738196,0.04742989,8.56016037   ,180.60708009  ,0.04739659
40   ,BTC          ,ETH               ,2017-11-01 03:15:00,300   ,0.04757259,0.04737132,0.04742927,0.047525  ,20.60978998  ,433.96630885  ,0.04749168
41   ,BTC          ,ETH               ,2017-11-01 03:20:00,300   ,0.04759299,0.04739303,0.04757039,0.04747385,21.98678243  ,462.62702494  ,0.04752593
42   ,BTC          ,ETH               ,2017-11-01 03:25:00,300   ,0.047542  ,0.04739317,0.04739317,0.0475363 ,3.33655277   ,70.32849568   ,0.0474424
43   ,BTC          ,ETH               ,2017-11-01 03:30:00,300   ,0.04753688,0.0474597 ,0.04753151,0.04747403,4.24470522   ,89.35466635   ,0.04750401
44   ,BTC          ,ETH               ,2017-11-01 03:35:00,300   ,0.04777891,0.04745002,0.04752617,0.047505  ,33.77902176  ,708.48888713  ,0.04767756
45   ,BTC          ,ETH               ,2017-11-01 03:40:00,300   ,0.04760353,0.0473714 ,0.04752031,0.047434  ,6.48844312   ,136.72824584  ,0.04745503
46   ,BTC          ,ETH               ,2017-11-01 03:45:00,300   ,0.0475802 ,0.04733637,0.04743106,0.04740012,15.25139586  ,321.29917472  ,0.04746789
47   ,BTC          ,ETH               ,2017-11-01 03:50:00,300   ,0.04749997,0.047361  ,0.04742006,0.047434  ,23.56271279  ,497.03650583  ,0.0474064
48   ,BTC          ,ETH               ,2017-11-01 03:55:00,300   ,0.04757027,0.04733777,0.04746533,0.04737496,29.99864973  ,633.14285786  ,0.04738053
49   ,BTC          ,ETH               ,2017-11-01 04:00:00,300   ,0.047375  ,0.04727851,0.04733785,0.04731   ,7.08792844   ,149.77234825  ,0.04732467
50   ,BTC          ,ETH               ,2017-11-01 04:05:00,300   ,0.04738   ,0.0473    ,0.04730504,0.04731604,7.00926194   ,148.09592768  ,0.0473292
51   ,BTC          ,ETH               ,2017-11-01 04:10:00,300   ,0.04736459,0.0472426 ,0.0472426 ,0.04735   ,7.04576993   ,148.86626547  ,0.04732952
52   ,BTC          ,ETH               ,2017-11-01 04:15:00,300   ,0.047359  ,0.04724198,0.04731503,0.04724212,3.60649847   ,76.21846487   ,0.04731791
53   ,BTC          ,ETH               ,2017-11-01 04:20:00,300   ,0.04728006,0.04712789,0.0472419 ,0.04716642,4.62262319   ,97.97098243   ,0.04718359
54   ,BTC          ,ETH               ,2017-11-01 04:25:00,300   ,0.04734149,0.04716205,0.04720497,0.047287  ,4.97183667   ,105.23776003  ,0.04724384
55   ,BTC          ,ETH               ,2017-11-01 04:30:00,300   ,0.04736096,0.04725703,0.047268  ,0.04726137,1.55631657   ,32.91743778   ,0.04727939
56   ,BTC          ,ETH               ,2017-11-01 04:35:00,300   ,0.0473    ,0.04717705,0.0473    ,0.04721199,1.94912494   ,41.26217231   ,0.04723757
57   ,BTC          ,ETH               ,2017-11-01 04:40:00,300   ,0.04729375,0.04715291,0.04721274,0.047289  ,2.76615329   ,58.58623835   ,0.04721506
58   ,BTC          ,ETH               ,2017-11-01 04:45:00,300   ,0.04729399,0.04715566,0.04717506,0.04716077,2.51809353   ,53.33319461   ,0.04721437
59   ,BTC          ,ETH               ,2017-11-01 04:50:00,300   ,0.04724995,0.04716   ,0.04716082,0.04717027,13.45528893  ,285.14851946  ,0.04718695
60   ,BTC          ,ETH               ,2017-11-01 04:55:00,300   ,0.04728967,0.04715   ,0.04717027,0.04725504,7.6721635    ,162.42165879  ,0.04723608
61   ,BTC          ,ETH               ,2017-11-01 05:00:00,300   ,0.04734   ,0.04718014,0.04723951,0.04724   ,9.49431449   ,200.85765224  ,0.04726887
62   ,BTC          ,ETH               ,2017-11-01 05:05:00,300   ,0.04731996,0.04719481,0.04725497,0.047272  ,6.14401853   ,130.02882618  ,0.0472512
63   ,BTC          ,ETH               ,2017-11-01 05:10:00,300   ,0.047285  ,0.04721646,0.047285  ,0.0472688 ,9.06151216   ,191.76821095  ,0.04725242
64   ,BTC          ,ETH               ,2017-11-01 05:15:00,300   ,0.04729   ,0.04722386,0.04722386,0.04725801,5.8369133    ,123.49396641  ,0.04726476
65   ,BTC          ,ETH               ,2017-11-01 05:20:00,300   ,0.047315  ,0.04720901,0.04725889,0.04724943,3.52654277   ,74.5954794    ,0.04727555
66   ,BTC          ,ETH               ,2017-11-01 05:25:00,300   ,0.047304  ,0.04721301,0.047252  ,0.04721301,2.03273915   ,43.0267652    ,0.04724359
67   ,BTC          ,ETH               ,2017-11-01 05:30:00,300   ,0.04728999,0.04722801,0.04723303,0.047267  ,2.57379932   ,54.46664555   ,0.04725459
68   ,BTC          ,ETH               ,2017-11-01 05:35:00,300   ,0.04728999,0.04715   ,0.04728999,0.04716   ,6.07634555   ,128.66852853  ,0.0472248
69   ,BTC          ,ETH               ,2017-11-01 05:40:00,300   ,0.04721799,0.04715   ,0.04715001,0.04721799,10.28376875  ,217.99876563  ,0.04717351
70   ,BTC          ,ETH               ,2017-11-01 05:45:00,300   ,0.04734719,0.047199  ,0.047199  ,0.04730106,28.75044669  ,607.60351524  ,0.04731777
71   ,BTC          ,ETH               ,2017-11-01 05:50:00,300   ,0.04732622,0.04700653,0.04730109,0.04721   ,25.28196202  ,536.88774961  ,0.04708984
72   ,BTC          ,ETH               ,2017-11-01 05:55:00,300   ,0.04725497,0.04712601,0.04722   ,0.047186  ,1.36364273   ,28.88470624   ,0.04720985
73   ,BTC          ,ETH               ,2017-11-01 06:00:00,300   ,0.04730602,0.04691561,0.04719101,0.04697561,21.64843573  ,460.18515715  ,0.04704288
74   ,BTC          ,ETH               ,2017-11-01 06:05:00,300   ,0.04714197,0.04697579,0.04697579,0.04708001,4.43623283   ,94.29660135   ,0.04704552
75   ,BTC          ,ETH               ,2017-11-01 06:10:00,300   ,0.04710004,0.04685701,0.04708503,0.04701   ,11.79191083  ,250.91796536  ,0.04699508
76   ,BTC          ,ETH               ,2017-11-01 06:15:00,300   ,0.047015  ,0.04691485,0.04701049,0.0469829 ,4.87409709   ,103.76327256  ,0.04697323
77   ,BTC          ,ETH               ,2017-11-01 06:20:00,300   ,0.04699979,0.04691592,0.046968  ,0.04695056,2.68407516   ,57.18433334   ,0.04693724
78   ,BTC          ,ETH               ,2017-11-01 06:25:00,300   ,0.04701501,0.04691813,0.04697014,0.04701033,9.14609275   ,194.79776185  ,0.04695173
79   ,BTC          ,ETH               ,2017-11-01 06:30:00,300   ,0.04709964,0.046965  ,0.04701041,0.04701   ,4.1276385    ,87.75070939   ,0.04703823
80   ,BTC          ,ETH               ,2017-11-01 06:35:00,300   ,0.04709495,0.046976  ,0.046976  ,0.0470099 ,7.94242122   ,168.86317749  ,0.04703465
81   ,BTC          ,ETH               ,2017-11-01 06:40:00,300   ,0.04702654,0.04686444,0.0470099 ,0.0469    ,8.11553439   ,172.89110849  ,0.04694014
82   ,BTC          ,ETH               ,2017-11-01 06:45:00,300   ,0.04704999,0.046857  ,0.0469    ,0.04696988,22.41933966  ,477.8612325   ,0.046916
83   ,BTC          ,ETH               ,2017-11-01 06:50:00,300   ,0.04705496,0.046902  ,0.04696994,0.0469371 ,3.54850736   ,75.49545485   ,0.04700292
84   ,BTC          ,ETH               ,2017-11-01 06:55:00,300   ,0.04712643,0.046882  ,0.04694705,0.047087  ,16.61849603  ,353.37293674  ,0.0470282
85   ,BTC          ,ETH               ,2017-11-01 07:00:00,300   ,0.04731451,0.04705315,0.04710207,0.047213  ,14.1577381   ,299.54937777  ,0.04726345
86   ,BTC          ,ETH               ,2017-11-01 07:05:00,300   ,0.04732174,0.04718   ,0.047238  ,0.04718813,20.48459957  ,433.30370413  ,0.04727538
87   ,BTC          ,ETH               ,2017-11-01 07:10:00,300   ,0.04722797,0.04700467,0.04720303,0.0471357 ,8.73937759   ,185.25407337  ,0.04717509
88   ,BTC          ,ETH               ,2017-11-01 07:15:00,300   ,0.047236  ,0.04713576,0.04713576,0.047236  ,6.20458382   ,131.51145616  ,0.04717903
89   ,BTC          ,ETH               ,2017-11-01 07:20:00,300   ,0.04731787,0.04723101,0.04724106,0.04724403,5.35443967   ,113.2573076   ,0.04727676
90   ,BTC          ,ETH               ,2017-11-01 07:25:00,300   ,0.047368  ,0.047244  ,0.04724403,0.04730103,10.4156045   ,220.01060388  ,0.04734137
91   ,BTC          ,ETH               ,2017-11-01 07:30:00,300   ,0.047362  ,0.047203  ,0.04730701,0.04720314,6.29457897   ,133.08021693  ,0.04729913
92   ,BTC          ,ETH               ,2017-11-01 07:35:00,300   ,0.04735695,0.04714634,0.047203  ,0.04726755,15.8435568   ,335.82486212  ,0.04717803
93   ,BTC          ,ETH               ,2017-11-01 07:40:00,300   ,0.047362  ,0.0472653 ,0.0472743 ,0.047321  ,5.52430284   ,116.75813741  ,0.04731407
94   ,BTC          ,ETH               ,2017-11-01 07:45:00,300   ,0.04747539,0.047294  ,0.04732625,0.04743415,11.62941015  ,245.35390406  ,0.04739851
95   ,BTC          ,ETH               ,2017-11-01 07:50:00,300   ,0.04753556,0.047434  ,0.04743426,0.04748502,4.64677839   ,97.83117252   ,0.04749793
96   ,BTC          ,ETH               ,2017-11-01 07:55:00,300   ,0.04751   ,0.04736002,0.047505  ,0.04747005,2.31943634   ,48.86115121   ,0.04746994
97   ,BTC          ,ETH               ,2017-11-01 08:00:00,300   ,0.047553  ,0.047444  ,0.047476  ,0.04753623,4.19857698   ,88.3619649    ,0.04751565
98   ,BTC          ,ETH               ,2017-11-01 08:05:00,300   ,0.04759011,0.0474849 ,0.04751   ,0.04750034,12.01434831  ,252.75051993  ,0.04753441
99   ,BTC          ,ETH               ,2017-11-01 08:10:00,300   ,0.04749473,0.04740001,0.0474849 ,0.0474007 ,3.05490146   ,64.38502538   ,0.04744739
100  ,BTC          ,ETH               ,2017-11-01 08:15:00,300   ,0.04749496,0.04734967,0.0474008 ,0.0473667 ,6.40896242   ,135.26515059  ,0.04738073
101  ,BTC          ,ETH               ,2017-11-01 08:20:00,300   ,0.04746299,0.0473    ,0.0473667 ,0.04730086,6.91976666   ,146.20278139  ,0.04732992
102  ,BTC          ,ETH               ,2017-11-01 08:25:00,300   ,0.04735999,0.0473    ,0.04730003,0.04732891,8.79338635   ,185.88372742  ,0.04730584
103  ,BTC          ,ETH               ,2017-11-01 08:30:00,300   ,0.04746896,0.0473    ,0.04731862,0.047337  ,2.49213777   ,52.67929874   ,0.04730772
104  ,BTC          ,ETH               ,2017-11-01 08:35:00,300   ,0.04736879,0.04730031,0.047327  ,0.0473177 ,3.53798219   ,74.74812416   ,0.04733205
105  ,BTC          ,ETH               ,2017-11-01 08:40:00,300   ,0.04743851,0.047264  ,0.0473669 ,0.04731   ,9.32251652   ,196.85955341  ,0.04735618
106  ,BTC          ,ETH               ,2017-11-01 08:45:00,300   ,0.04731   ,0.04719408,0.04726403,0.04730999,5.00535711   ,105.85550431  ,0.0472848
107  ,BTC          ,ETH               ,2017-11-01 08:50:00,300   ,0.0473566 ,0.0472201 ,0.04727018,0.047276  ,2.52469867   ,53.3851909    ,0.04729211
108  ,BTC          ,ETH               ,2017-11-01 08:55:00,300   ,0.0473299 ,0.04719552,0.047276  ,0.04723528,2.99595064   ,63.41078903   ,0.0472467
109  ,BTC          ,ETH               ,2017-11-01 09:00:00,300   ,0.04732697,0.04723528,0.04723528,0.04732697,5.52182606   ,116.75260287  ,0.0472951
110  ,BTC          ,ETH               ,2017-11-01 09:05:00,300   ,0.04733528,0.047255  ,0.047306  ,0.04726501,6.82746873   ,144.30743427  ,0.04731196
111  ,BTC          ,ETH               ,2017-11-01 09:10:00,300   ,0.04738   ,0.04728401,0.04728401,0.04737515,5.19045978   ,109.64785093  ,0.04733754
112  ,BTC          ,ETH               ,2017-11-01 09:15:00,300   ,0.04751   ,0.04737406,0.04737826,0.04751   ,10.31728651  ,217.37677141  ,0.04746269
113  ,BTC          ,ETH               ,2017-11-01 09:20:00,300   ,0.04762   ,0.04747503,0.04752   ,0.04752506,9.80329449   ,206.05376997  ,0.04757638
114  ,BTC          ,ETH               ,2017-11-01 09:25:00,300   ,0.04762   ,0.04743101,0.04759177,0.04758303,3.53754291   ,74.35025409   ,0.04757943
115  ,BTC          ,ETH               ,2017-11-01 09:30:00,300   ,0.04762   ,0.04754703,0.0476    ,0.0476    ,9.04116744   ,189.95480201  ,0.04759641
116  ,BTC          ,ETH               ,2017-11-01 09:35:00,300   ,0.04762   ,0.04759516,0.04761999,0.04761999,2.45775677   ,51.62343994   ,0.04760931
117  ,BTC          ,ETH               ,2017-11-01 09:40:00,300   ,0.04762   ,0.04759516,0.04760003,0.0476    ,3.43146767   ,72.09274196   ,0.04759796
118  ,BTC          ,ETH               ,2017-11-01 09:45:00,300   ,0.04760893,0.04741   ,0.0476    ,0.04741624,12.13529466  ,254.96953216  ,0.04759507
119  ,BTC          ,ETH               ,2017-11-01 09:50:00,300   ,0.04759956,0.04741036,0.04752766,0.04750663,9.56485301   ,201.47447967  ,0.04747426
120  ,BTC          ,ETH               ,2017-11-01 09:55:00,300   ,0.047549  ,0.04734401,0.04750663,0.047374  ,1.46288336   ,30.83459646   ,0.04744292
121  ,BTC          ,ETH               ,2017-11-01 10:00:00,300   ,0.04749493,0.04741339,0.0474296 ,0.04744008,5.20560189   ,109.73534756  ,0.04743778
122  ,BTC          ,ETH               ,2017-11-01 10:05:00,300   ,0.04747493,0.04737977,0.04745388,0.04737978,3.98726754   ,84.08979175   ,0.04741678
123  ,BTC          ,ETH               ,2017-11-01 10:10:00,300   ,0.047435  ,0.04722807,0.04737978,0.047423  ,17.56155106  ,370.75451612  ,0.04736705
124  ,BTC          ,ETH               ,2017-11-01 10:15:00,300   ,0.04744007,0.04729226,0.047423  ,0.04736   ,16.26044977  ,343.20182056  ,0.04737868
125  ,BTC          ,ETH               ,2017-11-01 10:20:00,300   ,0.047425  ,0.0471    ,0.04730005,0.04735273,19.11173058  ,403.95222035  ,0.04731185
126  ,BTC          ,ETH               ,2017-11-01 10:25:00,300   ,0.04744008,0.0471558 ,0.04735256,0.04724209,15.27859237  ,322.98573346  ,0.04730423
127  ,BTC          ,ETH               ,2017-11-01 10:30:00,300   ,0.04746   ,0.04721165,0.04739817,0.04730307,13.57936359  ,287.0515277   ,0.04730636
128  ,BTC          ,ETH               ,2017-11-01 10:35:00,300   ,0.04745475,0.047283  ,0.04731302,0.047325  ,11.84313218  ,250.07066805  ,0.04735914
129  ,BTC          ,ETH               ,2017-11-01 10:40:00,300   ,0.04738959,0.047285  ,0.047325  ,0.04728501,7.38692409   ,156.10668018  ,0.04731971
130  ,BTC          ,ETH               ,2017-11-01 10:45:00,300   ,0.04729004,0.04721153,0.04728998,0.047262  ,8.93073785   ,188.99432897  ,0.04725399
131  ,BTC          ,ETH               ,2017-11-01 10:50:00,300   ,0.04729   ,0.04713928,0.04721153,0.04729   ,16.64670244  ,352.47805779  ,0.04722762
132  ,BTC          ,ETH               ,2017-11-01 10:55:00,300   ,0.04736999,0.04710004,0.04725694,0.04724988,9.87319393   ,208.98959738  ,0.04724251
133  ,BTC          ,ETH               ,2017-11-01 11:00:00,300   ,0.04738779,0.047165  ,0.047165  ,0.04722318,11.4598712   ,242.37427404  ,0.04728171
134  ,BTC          ,ETH               ,2017-11-01 11:05:00,300   ,0.04729253,0.04712361,0.04728   ,0.04716809,9.04969181   ,191.66545084  ,0.04721608
135  ,BTC          ,ETH               ,2017-11-01 11:10:00,300   ,0.04722773,0.04711   ,0.04716815,0.04712214,14.80554651  ,313.9860493   ,0.04715351
136  ,BTC          ,ETH               ,2017-11-01 11:15:00,300   ,0.04715245,0.04709   ,0.04712214,0.04709   ,2.93781544   ,62.36350633   ,0.04710792
137  ,BTC          ,ETH               ,2017-11-01 11:20:00,300   ,0.04710299,0.0470534 ,0.04709999,0.04705801,6.81993412   ,144.86489397  ,0.04707789
138  ,BTC          ,ETH               ,2017-11-01 11:25:00,300   ,0.04709273,0.04698   ,0.04709273,0.04698001,7.98847559   ,169.77609172  ,0.047053
139  ,BTC          ,ETH               ,2017-11-01 11:30:00,300   ,0.047052  ,0.046913  ,0.04698   ,0.04698   ,9.7688334    ,208.06229427  ,0.04695148
140  ,BTC          ,ETH               ,2017-11-01 11:35:00,300   ,0.04710092,0.04691252,0.04697999,0.04707591,17.01329471  ,362.42572974  ,0.04694284
141  ,BTC          ,ETH               ,2017-11-01 11:40:00,300   ,0.0471231 ,0.04692801,0.04698   ,0.047044  ,13.42559528  ,285.44561891  ,0.04703381
142  ,BTC          ,ETH               ,2017-11-01 11:45:00,300   ,0.04712672,0.04691259,0.04704407,0.047     ,4.52704332   ,96.25953279   ,0.04702955
143  ,BTC          ,ETH               ,2017-11-01 11:50:00,300   ,0.04708799,0.04685633,0.047005  ,0.04685633,40.54384498  ,864.41422278  ,0.04690325
144  ,BTC          ,ETH               ,2017-11-01 11:55:00,300   ,0.0470779 ,0.04685   ,0.04685633,0.04695014,30.85573018  ,657.7346216   ,0.04691212
145  ,BTC          ,ETH               ,2017-11-01 12:00:00,300   ,0.04703431,0.04692096,0.04695031,0.04692104,5.21363745   ,111.05296956  ,0.0469473
146  ,BTC          ,ETH               ,2017-11-01 12:05:00,300   ,0.04698999,0.04668679,0.0469397 ,0.04668679,70.20875207  ,1499.34568409 ,0.04682626
147  ,BTC          ,ETH               ,2017-11-01 12:10:00,300   ,0.046883  ,0.04658591,0.04668679,0.04669747,30.85637124  ,661.0174898   ,0.04668011
148  ,BTC          ,ETH               ,2017-11-01 12:15:00,300   ,0.04677499,0.046598  ,0.04669202,0.04670009,10.62441451  ,227.51917391  ,0.04669678
149  ,BTC          ,ETH               ,2017-11-01 12:20:00,300   ,0.046765  ,0.04667   ,0.04670009,0.04669837,7.84216143   ,167.89570474  ,0.04670852
150  ,BTC          ,ETH               ,2017-11-01 12:25:00,300   ,0.04669689,0.04634701,0.04669689,0.0465    ,30.86826156  ,663.50136063  ,0.04652328
151  ,BTC          ,ETH               ,2017-11-01 12:30:00,300   ,0.046541  ,0.0462159 ,0.0465    ,0.04622105,71.35943187  ,1539.98761833 ,0.04633766
152  ,BTC          ,ETH               ,2017-11-01 12:35:00,300   ,0.04645395,0.046159  ,0.04622105,0.04641876,73.4302675   ,1586.65680321 ,0.04627986
153  ,BTC          ,ETH               ,2017-11-01 12:40:00,300   ,0.04634623,0.04610054,0.0461932 ,0.04610054,36.30170113  ,785.18486311  ,0.04623331
154  ,BTC          ,ETH               ,2017-11-01 12:45:00,300   ,0.04627   ,0.04609159,0.04610054,0.04619   ,36.41282237  ,788.70567986  ,0.04616782
155  ,BTC          ,ETH               ,2017-11-01 12:50:00,300   ,0.046217  ,0.04605715,0.04619   ,0.04605715,37.84091213  ,820.64575738  ,0.04611114
156  ,BTC          ,ETH               ,2017-11-01 12:55:00,300   ,0.04609165,0.04589855,0.04605619,0.046     ,106.36935661 ,2313.87448519 ,0.04597023
157  ,BTC          ,ETH               ,2017-11-01 13:00:00,300   ,0.04630004,0.04594506,0.046024  ,0.046107  ,60.81611163  ,1320.85072462 ,0.04604313
158  ,BTC          ,ETH               ,2017-11-01 13:05:00,300   ,0.04620303,0.04609071,0.046094  ,0.04620303,21.90045554  ,474.67320551  ,0.04613796
159  ,BTC          ,ETH               ,2017-11-01 13:10:00,300   ,0.046225  ,0.046101  ,0.04620709,0.046129  ,13.58083097  ,294.15310797  ,0.04616925
160  ,BTC          ,ETH               ,2017-11-01 13:15:00,300   ,0.04615993,0.04600503,0.04613899,0.04603604,23.23661056  ,503.91774618  ,0.04611191
161  ,BTC          ,ETH               ,2017-11-01 13:20:00,300   ,0.04611   ,0.04593819,0.046041  ,0.04600375,22.48677393  ,488.2571725   ,0.04605518
162  ,BTC          ,ETH               ,2017-11-01 13:25:00,300   ,0.046016  ,0.04556034,0.04593826,0.0458593 ,93.07111008  ,2030.88612639 ,0.04582783
163  ,BTC          ,ETH               ,2017-11-01 13:30:00,300   ,0.04586   ,0.0454    ,0.04577301,0.04554148,116.75475231 ,2560.74265501 ,0.04559409
164  ,BTC          ,ETH               ,2017-11-01 13:35:00,300   ,0.04566   ,0.0454    ,0.04566   ,0.04544   ,61.8803429   ,1360.88063557 ,0.0454708
165  ,BTC          ,ETH               ,2017-11-01 13:40:00,300   ,0.04547222,0.04513198,0.04543555,0.04520303,40.21774885  ,887.84989933  ,0.04529791
166  ,BTC          ,ETH               ,2017-11-01 13:45:00,300   ,0.04522398,0.04467774,0.04521099,0.04475508,248.47042286 ,5525.00416676 ,0.04497198
167  ,BTC          ,ETH               ,2017-11-01 13:50:00,300   ,0.045     ,0.04450903,0.04475511,0.04498997,111.07125536 ,2476.95034469 ,0.04484193
168  ,BTC          ,ETH               ,2017-11-01 13:55:00,300   ,0.04527032,0.04486012,0.04486012,0.04517219,101.4743504  ,2250.98526828 ,0.04507997
169  ,BTC          ,ETH               ,2017-11-01 14:00:00,300   ,0.04519975,0.04495004,0.04503001,0.04509956,54.52073545  ,1209.91364199 ,0.04506167
170  ,BTC          ,ETH               ,2017-11-01 14:05:00,300   ,0.04533518,0.04509956,0.04509956,0.04526588,34.96285492  ,772.43085298  ,0.04526341
171  ,BTC          ,ETH               ,2017-11-01 14:10:00,300   ,0.0454    ,0.04516452,0.04526588,0.0453994 ,31.98142005  ,705.88249242  ,0.045307
