     ,main_currency,secondary_currency,date               ,period,high      ,low       ,open      ,close     ,volume       ,quote_volume  ,weighted_average
1879 ,BTC          ,ETH               ,2017-11-07 12:35:00,300   ,0.0418    ,0.04169701,0.04169701,0.04179998,10.41195202  ,249.22215536  ,0.04177779
1880 ,BTC          ,ETH               ,2017-11-07 12:40:00,300   ,0.04181935,0.0417999 ,0.04179999,0.04179996,7.81507285   ,186.95620626  ,0.04180162
1881 ,BTC          ,ETH               ,2017-11-07 12:45:00,300   ,0.04181109,0.0417999 ,0.04180002,0.04179997,5.21392595   ,124.73432366  ,0.04180025
1882 ,BTC          ,ETH               ,2017-11-07 12:50:00,300   ,0.04183056,0.0417999 ,0.0417999 ,0.04183056,5.26883195   ,126.03700234  ,0.04180385
1883 ,BTC          ,ETH               ,2017-11-07 12:55:00,300   ,0.04194999,0.0417999 ,0.04183056,0.04194999,11.45366116  ,273.38979009  ,0.04189498
1884 ,BTC          ,ETH               ,2017-11-07 13:00:00,300   ,0.04194999,0.04189235,0.04194999,0.04194994,1.11590558   ,26.61139081   ,0.04193338
1885 ,BTC          ,ETH               ,2017-11-07 13:05:00,300   ,0.04195   ,0.04190437,0.04193358,0.04190529,8.33979616   ,198.82159734  ,0.04194612
1886 ,BTC          ,ETH               ,2017-11-07 13:10:00,300   ,0.04195   ,0.04190001,0.04194883,0.04190005,4.49088644   ,107.06536145  ,0.04194527
1887 ,BTC          ,ETH               ,2017-11-07 13:15:00,300   ,0.04194913,0.0419    ,0.04190848,0.04194767,2.06242907   ,49.21483127   ,0.04190665
1888 ,BTC          ,ETH               ,2017-11-07 13:20:00,300   ,0.04194999,0.0419    ,0.04190008,0.04194996,5.46175097   ,130.20812724  ,0.04194631
1889 ,BTC          ,ETH               ,2017-11-07 13:25:00,300   ,0.04195   ,0.04185707,0.04192371,0.04192105,3.14043503   ,74.89522046   ,0.04193104
1890 ,BTC          ,ETH               ,2017-11-07 13:30:00,300   ,0.04202902,0.04192103,0.04192103,0.042029  ,17.41026326  ,414.68030292  ,0.04198478
1891 ,BTC          ,ETH               ,2017-11-07 13:35:00,300   ,0.04204996,0.04195   ,0.04202897,0.04195   ,5.86098938   ,139.51438642  ,0.04200992
1892 ,BTC          ,ETH               ,2017-11-07 13:40:00,300   ,0.04204889,0.04195402,0.04196409,0.04195413,1.66891215   ,39.74542976   ,0.04199003
1893 ,BTC          ,ETH               ,2017-11-07 13:45:00,300   ,0.04207614,0.041962  ,0.041962  ,0.04204   ,3.12842754   ,74.43513393   ,0.04202891
1894 ,BTC          ,ETH               ,2017-11-07 13:50:00,300   ,0.04205692,0.04200009,0.04205692,0.0420399 ,1.50817175   ,35.89239041   ,0.04201926
1895 ,BTC          ,ETH               ,2017-11-07 13:55:00,300   ,0.04207614,0.04198604,0.04201924,0.0419861 ,5.55718182   ,132.10349013  ,0.04206688
1896 ,BTC          ,ETH               ,2017-11-07 14:00:00,300   ,0.04206998,0.041976  ,0.04202003,0.041976  ,5.28440182   ,125.74618991  ,0.04202434
1897 ,BTC          ,ETH               ,2017-11-07 14:05:00,300   ,0.042035  ,0.041976  ,0.041976  ,0.04198014,2.98874703   ,71.1569234    ,0.04200219
1898 ,BTC          ,ETH               ,2017-11-07 14:10:00,300   ,0.04206906,0.041976  ,0.04198023,0.04198329,4.73587187   ,112.75257681  ,0.04200233
1899 ,BTC          ,ETH               ,2017-11-07 14:15:00,300   ,0.04205994,0.04192107,0.04198333,0.04195394,6.68318735   ,159.29679298  ,0.04195431
1900 ,BTC          ,ETH               ,2017-11-07 14:20:00,300   ,0.04204998,0.04187083,0.04197299,0.04202593,24.54293808  ,585.4315721   ,0.04192281
1901 ,BTC          ,ETH               ,2017-11-07 14:25:00,300   ,0.0422    ,0.04194113,0.04202663,0.04195607,24.82981142  ,589.55015267  ,0.04211653
1902 ,BTC          ,ETH               ,2017-11-07 14:30:00,300   ,0.04204424,0.04190001,0.04195643,0.04203211,3.51845088   ,83.8260817    ,0.04197322
1903 ,BTC          ,ETH               ,2017-11-07 14:35:00,300   ,0.04213372,0.04198911,0.04203211,0.04212029,1.91041698   ,45.46613665   ,0.04201845
1904 ,BTC          ,ETH               ,2017-11-07 14:40:00,300   ,0.04212   ,0.04200282,0.04200351,0.0420572 ,5.72452758   ,136.13900373  ,0.04204913
1905 ,BTC          ,ETH               ,2017-11-07 14:45:00,300   ,0.04225322,0.042055  ,0.04205794,0.04225322,4.54263714   ,107.77201099  ,0.04215043
1906 ,BTC          ,ETH               ,2017-11-07 14:50:00,300   ,0.0422393 ,0.04221132,0.04221135,0.04223398,2.87209906   ,68.02818528   ,0.04221925
1907 ,BTC          ,ETH               ,2017-11-07 14:55:00,300   ,0.04225322,0.04212404,0.04223398,0.04212499,3.63308279   ,86.09463434   ,0.04219871
1908 ,BTC          ,ETH               ,2017-11-07 15:00:00,300   ,0.04225322,0.04212506,0.04212538,0.04213258,16.39236253  ,388.91250143  ,0.04214923
1909 ,BTC          ,ETH               ,2017-11-07 15:05:00,300   ,0.04225278,0.04207573,0.04213269,0.04223657,4.13828472   ,98.10547422   ,0.04218199
1910 ,BTC          ,ETH               ,2017-11-07 15:10:00,300   ,0.04222845,0.04206733,0.04207712,0.04206766,6.63879593   ,157.51302107  ,0.0421476
1911 ,BTC          ,ETH               ,2017-11-07 15:15:00,300   ,0.0421636 ,0.04186678,0.04211454,0.04186685,14.41624647  ,343.20191053  ,0.04200514
1912 ,BTC          ,ETH               ,2017-11-07 15:20:00,300   ,0.041958  ,0.04184   ,0.04186683,0.04184075,8.28488277   ,197.81114331  ,0.04188279
1913 ,BTC          ,ETH               ,2017-11-07 15:25:00,300   ,0.04189399,0.0417999 ,0.0418416 ,0.04179991,13.1536395   ,314.60326538  ,0.04181024
1914 ,BTC          ,ETH               ,2017-11-07 15:30:00,300   ,0.0418    ,0.04130153,0.04179999,0.04164099,83.21745556  ,2002.97080585 ,0.04154701
1915 ,BTC          ,ETH               ,2017-11-07 15:35:00,300   ,0.04168294,0.04161   ,0.04161   ,0.04164806,11.568519    ,277.81447761  ,0.04164116
1916 ,BTC          ,ETH               ,2017-11-07 15:40:00,300   ,0.04173507,0.04158007,0.04164821,0.04160006,25.23040501  ,605.64686917  ,0.0416586
1917 ,BTC          ,ETH               ,2017-11-07 15:45:00,300   ,0.041681  ,0.041557  ,0.04168091,0.04162072,17.81344943  ,427.91819422  ,0.04162816
1918 ,BTC          ,ETH               ,2017-11-07 15:50:00,300   ,0.04167484,0.0413    ,0.04162072,0.041612  ,65.32948438  ,1574.98195653 ,0.04147951
1919 ,BTC          ,ETH               ,2017-11-07 15:55:00,300   ,0.0416063 ,0.04111693,0.0416063 ,0.04135612,116.14388468 ,2805.29027949 ,0.04140173
1920 ,BTC          ,ETH               ,2017-11-07 16:00:00,300   ,0.04150361,0.04130089,0.04130089,0.04143   ,72.64503241  ,1755.25590468 ,0.04138714
1921 ,BTC          ,ETH               ,2017-11-07 16:05:00,300   ,0.04164229,0.04123531,0.04133501,0.04154304,47.07979148  ,1136.68393366 ,0.04141854
1922 ,BTC          ,ETH               ,2017-11-07 16:10:00,300   ,0.04164223,0.04121888,0.04155803,0.04139253,70.13427751  ,1695.04021379 ,0.04137617
1923 ,BTC          ,ETH               ,2017-11-07 16:15:00,300   ,0.04155   ,0.04136298,0.04139253,0.041403  ,26.15050732  ,630.32216541  ,0.04148752
1924 ,BTC          ,ETH               ,2017-11-07 16:20:00,300   ,0.0415    ,0.04129811,0.04149499,0.041438  ,44.05596067  ,1064.16944119 ,0.04139938
1925 ,BTC          ,ETH               ,2017-11-07 16:25:00,300   ,0.041556  ,0.041395  ,0.0414425 ,0.041556  ,22.6022307   ,544.75480577  ,0.04149064
1926 ,BTC          ,ETH               ,2017-11-07 16:30:00,300   ,0.04165   ,0.04099098,0.04155   ,0.04148711,60.94517069  ,1476.81503552 ,0.04126797
1927 ,BTC          ,ETH               ,2017-11-07 16:35:00,300   ,0.04155338,0.04119555,0.04155338,0.0413912 ,59.41132637  ,1434.04328507 ,0.04142924
1928 ,BTC          ,ETH               ,2017-11-07 16:40:00,300   ,0.04145   ,0.04119188,0.0413912 ,0.04128301,26.65129052  ,645.10749533  ,0.04131294
1929 ,BTC          ,ETH               ,2017-11-07 16:45:00,300   ,0.04130597,0.04120129,0.04128294,0.04123904,13.3388131   ,323.22997466  ,0.04126725
1930 ,BTC          ,ETH               ,2017-11-07 16:50:00,300   ,0.04138381,0.04124161,0.04129992,0.041329  ,13.35802438  ,323.3366443   ,0.04131305
1931 ,BTC          ,ETH               ,2017-11-07 16:55:00,300   ,0.04139958,0.0412672 ,0.04134435,0.041277  ,6.86234862   ,166.03239298  ,0.04133138
1932 ,BTC          ,ETH               ,2017-11-07 17:00:00,300   ,0.04139956,0.04126722,0.04126723,0.04136016,14.34615633  ,347.29478976  ,0.04130829
1933 ,BTC          ,ETH               ,2017-11-07 17:05:00,300   ,0.04151966,0.0411192 ,0.0414    ,0.04134552,59.887791    ,1448.44327533 ,0.04134631
1934 ,BTC          ,ETH               ,2017-11-07 17:10:00,300   ,0.04140145,0.04122831,0.04134552,0.04133499,16.87911386  ,408.43772157  ,0.04132604
1935 ,BTC          ,ETH               ,2017-11-07 17:15:00,300   ,0.04137999,0.04116633,0.04127923,0.04129954,21.51388654  ,521.42228157  ,0.04126
1936 ,BTC          ,ETH               ,2017-11-07 17:20:00,300   ,0.04138   ,0.04122804,0.04129958,0.04123794,16.32728699  ,395.57761685  ,0.04127454
1937 ,BTC          ,ETH               ,2017-11-07 17:25:00,300   ,0.04135852,0.04100001,0.04135852,0.0412692 ,74.30165466  ,1805.87011573 ,0.04114451
1938 ,BTC          ,ETH               ,2017-11-07 17:30:00,300   ,0.0412684 ,0.041     ,0.0412684 ,0.04111363,43.08231404  ,1048.30638004 ,0.04109706
1939 ,BTC          ,ETH               ,2017-11-07 17:35:00,300   ,0.04121653,0.0408709 ,0.0411136 ,0.04105891,24.49846406  ,596.15057374  ,0.04109442
1940 ,BTC          ,ETH               ,2017-11-07 17:40:00,300   ,0.04121571,0.04101715,0.0410597 ,0.04113932,52.46775715  ,1277.16916478 ,0.04108129
1941 ,BTC          ,ETH               ,2017-11-07 17:45:00,300   ,0.04126225,0.04100703,0.04113929,0.04120999,21.26751082  ,517.08264949  ,0.0411298
1942 ,BTC          ,ETH               ,2017-11-07 17:50:00,300   ,0.04137477,0.04112036,0.04120999,0.0413243 ,37.88117301  ,917.42663358  ,0.04129068
1943 ,BTC          ,ETH               ,2017-11-07 17:55:00,300   ,0.0415    ,0.04109307,0.04137473,0.04117027,97.25806664  ,2355.33069551 ,0.04129274
1944 ,BTC          ,ETH               ,2017-11-07 18:00:00,300   ,0.04125047,0.0411    ,0.04117027,0.04121377,21.03582051  ,510.95001541  ,0.04117001
1945 ,BTC          ,ETH               ,2017-11-07 18:05:00,300   ,0.04128648,0.041092  ,0.04121377,0.04127143,33.89927538  ,822.69026269  ,0.04120539
1946 ,BTC          ,ETH               ,2017-11-07 18:10:00,300   ,0.04119826,0.041     ,0.04119825,0.041     ,18.01863759  ,438.25239982  ,0.04111474
1947 ,BTC          ,ETH               ,2017-11-07 18:15:00,300   ,0.04111619,0.04090569,0.04111619,0.04097948,24.88904422  ,607.80219535  ,0.04094925
1948 ,BTC          ,ETH               ,2017-11-07 18:20:00,300   ,0.041088  ,0.04091518,0.04097948,0.041     ,38.82421206  ,946.50152682  ,0.04101864
1949 ,BTC          ,ETH               ,2017-11-07 18:25:00,300   ,0.041     ,0.0409002 ,0.04097101,0.04097   ,48.44427436  ,1182.1804452  ,0.04097874
1950 ,BTC          ,ETH               ,2017-11-07 18:30:00,300   ,0.0409999 ,0.04091242,0.04097   ,0.0409999 ,34.98620184  ,854.15539763  ,0.04095999
1951 ,BTC          ,ETH               ,2017-11-07 18:35:00,300   ,0.04109888,0.04098   ,0.04098   ,0.0410855 ,23.07166362  ,561.99526087  ,0.04105312
1952 ,BTC          ,ETH               ,2017-11-07 18:40:00,300   ,0.04108549,0.04083583,0.04108549,0.040939  ,47.2035581   ,1151.85443967 ,0.04098048
1953 ,BTC          ,ETH               ,2017-11-07 18:45:00,300   ,0.041     ,0.04085004,0.04099998,0.04095692,25.04690562  ,611.60737353  ,0.04095258
1954 ,BTC          ,ETH               ,2017-11-07 18:50:00,300   ,0.04108728,0.04080677,0.04099997,0.04100504,34.71493226  ,847.02101948  ,0.04098473
1955 ,BTC          ,ETH               ,2017-11-07 18:55:00,300   ,0.04119991,0.0410157 ,0.04108726,0.04119986,39.01634058  ,949.22242475  ,0.04110347
1956 ,BTC          ,ETH               ,2017-11-07 19:00:00,300   ,0.04124599,0.0411001 ,0.0411001 ,0.04119202,21.84433225  ,530.68931662  ,0.04116218
1957 ,BTC          ,ETH               ,2017-11-07 19:05:00,300   ,0.0412    ,0.04117984,0.0412    ,0.04119976,26.52375079  ,643.85911434  ,0.04119496
1958 ,BTC          ,ETH               ,2017-11-07 19:10:00,300   ,0.04119961,0.04117983,0.04117983,0.04117984,24.35072111  ,591.30266201  ,0.04118148
1959 ,BTC          ,ETH               ,2017-11-07 19:15:00,300   ,0.04118004,0.04117983,0.04117983,0.04117983,20.44456732  ,496.46998492  ,0.04117986
1960 ,BTC          ,ETH               ,2017-11-07 19:20:00,300   ,0.04118004,0.04117983,0.04118002,0.04117983,22.9554687   ,557.44371563  ,0.04117988
1961 ,BTC          ,ETH               ,2017-11-07 19:25:00,300   ,0.04118004,0.04117983,0.04117983,0.04118004,37.37653542  ,907.64135543  ,0.04117985
1962 ,BTC          ,ETH               ,2017-11-07 19:30:00,300   ,0.0412    ,0.04117983,0.04117983,0.0411805 ,17.54753533  ,426.00709583  ,0.04119071
1963 ,BTC          ,ETH               ,2017-11-07 19:35:00,300   ,0.04129997,0.04117985,0.0412    ,0.04117988,8.70034316   ,211.13594816  ,0.0412073
1964 ,BTC          ,ETH               ,2017-11-07 19:40:00,300   ,0.04128957,0.04117983,0.0412    ,0.041222  ,88.38040844  ,2146.03107014 ,0.04118319
1965 ,BTC          ,ETH               ,2017-11-07 19:45:00,300   ,0.041185  ,0.04117983,0.041185  ,0.04117983,36.6607704   ,890.25080779  ,0.04118027
1966 ,BTC          ,ETH               ,2017-11-07 19:50:00,300   ,0.041264  ,0.04117983,0.04117985,0.0412    ,16.88897168  ,409.97576767  ,0.04119504
1967 ,BTC          ,ETH               ,2017-11-07 19:55:00,300   ,0.04134828,0.0412    ,0.0412    ,0.04125103,29.52396626  ,715.91977631  ,0.04123921
1968 ,BTC          ,ETH               ,2017-11-07 20:00:00,300   ,0.041323  ,0.04125096,0.04130688,0.04125921,9.35340476   ,226.59768696  ,0.04127758
1969 ,BTC          ,ETH               ,2017-11-07 20:05:00,300   ,0.04147169,0.0412937 ,0.04132267,0.04135199,79.15551073  ,1911.73883022 ,0.04140498
1970 ,BTC          ,ETH               ,2017-11-07 20:10:00,300   ,0.04139899,0.041232  ,0.0413522 ,0.04126723,7.42668748   ,179.68348186  ,0.04133205
1971 ,BTC          ,ETH               ,2017-11-07 20:15:00,300   ,0.04139996,0.041227  ,0.04123701,0.04138993,14.94596831  ,361.37923496  ,0.04135812
1972 ,BTC          ,ETH               ,2017-11-07 20:20:00,300   ,0.04138993,0.04122991,0.04138993,0.04133013,10.11379143  ,244.92666796  ,0.04129314
1973 ,BTC          ,ETH               ,2017-11-07 20:25:00,300   ,0.04133013,0.04124575,0.04133013,0.041283  ,4.11348508   ,99.61525562   ,0.04129372
1974 ,BTC          ,ETH               ,2017-11-07 20:30:00,300   ,0.041331  ,0.04126   ,0.04132814,0.04127045,10.53791085  ,255.24342156  ,0.04128572
1975 ,BTC          ,ETH               ,2017-11-07 20:35:00,300   ,0.04133097,0.04118021,0.04127045,0.04118021,9.11453076   ,220.78208838  ,0.04128292
1976 ,BTC          ,ETH               ,2017-11-07 20:40:00,300   ,0.04125743,0.04117984,0.04120005,0.04125   ,8.37668564   ,203.28123777  ,0.04120737
1977 ,BTC          ,ETH               ,2017-11-07 20:45:00,300   ,0.04129   ,0.04118039,0.0412203 ,0.04129   ,14.54933502  ,352.86160039  ,0.04123241
1978 ,BTC          ,ETH               ,2017-11-07 20:50:00,300   ,0.041325  ,0.041235  ,0.04127864,0.04125   ,7.3222979    ,177.39523419  ,0.04127674
1979 ,BTC          ,ETH               ,2017-11-07 20:55:00,300   ,0.04124113,0.04118021,0.04122991,0.04122   ,5.51283168   ,133.75631606  ,0.04121548
1980 ,BTC          ,ETH               ,2017-11-07 21:00:00,300   ,0.04127781,0.04120471,0.04122   ,0.04124071,6.86811669   ,166.51612189  ,0.04124595
1981 ,BTC          ,ETH               ,2017-11-07 21:05:00,300   ,0.04132999,0.04122203,0.041256  ,0.04132391,10.37060986  ,251.13846855  ,0.04129438
1982 ,BTC          ,ETH               ,2017-11-07 21:10:00,300   ,0.041331  ,0.04126   ,0.04132391,0.04128519,15.15337736  ,366.95001708  ,0.04129548
1983 ,BTC          ,ETH               ,2017-11-07 21:15:00,300   ,0.04130496,0.04121185,0.04128519,0.04121205,1.46894415   ,35.60768559   ,0.04125357
1984 ,BTC          ,ETH               ,2017-11-07 21:20:00,300   ,0.04124998,0.04104241,0.04121215,0.04104241,64.96634985  ,1577.6487782  ,0.04117922
1985 ,BTC          ,ETH               ,2017-11-07 21:25:00,300   ,0.04112991,0.04094   ,0.041085  ,0.04100201,15.38687811  ,375.14789612  ,0.04101549
1986 ,BTC          ,ETH               ,2017-11-07 21:30:00,300   ,0.041002  ,0.0408889 ,0.04094036,0.04094497,18.54185188  ,452.92921395  ,0.04093763
1987 ,BTC          ,ETH               ,2017-11-07 21:35:00,300   ,0.04095   ,0.04088889,0.04094038,0.04090498,14.28488501  ,349.08173991  ,0.04092131
1988 ,BTC          ,ETH               ,2017-11-07 21:40:00,300   ,0.04091   ,0.04075399,0.04090498,0.040806  ,14.79774989  ,362.54586527  ,0.04081621
1989 ,BTC          ,ETH               ,2017-11-07 21:45:00,300   ,0.0409    ,0.04079601,0.04083579,0.0409    ,17.28284756  ,422.82471457  ,0.04087473
1990 ,BTC          ,ETH               ,2017-11-07 21:50:00,300   ,0.04099794,0.04085907,0.0409    ,0.04095   ,13.20967069  ,322.84442484  ,0.04091652
1991 ,BTC          ,ETH               ,2017-11-07 21:55:00,300   ,0.04105824,0.0408901 ,0.04095   ,0.04092   ,17.57594071  ,428.88271302  ,0.04098076
1992 ,BTC          ,ETH               ,2017-11-07 22:00:00,300   ,0.04098998,0.04091006,0.04092   ,0.04098998,4.81450875   ,117.61713313  ,0.04093373
1993 ,BTC          ,ETH               ,2017-11-07 22:05:00,300   ,0.04110248,0.04095503,0.04097278,0.041051  ,2.35656157   ,57.44004978   ,0.04102645
1994 ,BTC          ,ETH               ,2017-11-07 22:10:00,300   ,0.0411    ,0.041     ,0.04108532,0.041     ,4.51532075   ,110.02752072  ,0.0410381
1995 ,BTC          ,ETH               ,2017-11-07 22:15:00,300   ,0.041051  ,0.0407978 ,0.0410444 ,0.04079803,13.19747332  ,322.39141836  ,0.04093618
1996 ,BTC          ,ETH               ,2017-11-07 22:20:00,300   ,0.04109994,0.04075399,0.0410185 ,0.04109994,24.50927175  ,598.32158278  ,0.04096337
1997 ,BTC          ,ETH               ,2017-11-07 22:25:00,300   ,0.0411    ,0.0409885 ,0.041045  ,0.041034  ,4.90695309   ,119.59047127  ,0.0410313
1998 ,BTC          ,ETH               ,2017-11-07 22:30:00,300   ,0.04106827,0.04095501,0.041034  ,0.04102504,10.97245167  ,267.46501345  ,0.04102387
1999 ,BTC          ,ETH               ,2017-11-07 22:35:00,300   ,0.041021  ,0.04087665,0.041     ,0.040919  ,4.15529652   ,101.41806242  ,0.04097195
2000 ,BTC          ,ETH               ,2017-11-07 22:40:00,300   ,0.04101499,0.04087673,0.04093   ,0.04095498,33.87168974  ,826.9781085   ,0.04095838
2001 ,BTC          ,ETH               ,2017-11-07 22:45:00,300   ,0.04102   ,0.040886  ,0.04095498,0.04092916,14.50431937  ,354.12413709  ,0.04095829
2002 ,BTC          ,ETH               ,2017-11-07 22:50:00,300   ,0.04095507,0.04092916,0.040954  ,0.040944  ,1.43310073   ,35.00115629   ,0.04094438
2003 ,BTC          ,ETH               ,2017-11-07 22:55:00,300   ,0.040944  ,0.0408007 ,0.04093   ,0.04083605,9.04173667   ,221.23512401  ,0.04086935
2004 ,BTC          ,ETH               ,2017-11-07 23:00:00,300   ,0.041     ,0.04086084,0.04091986,0.04091848,17.66238991  ,431.40754515  ,0.0409413
2005 ,BTC          ,ETH               ,2017-11-07 23:05:00,300   ,0.04100977,0.04092344,0.04099491,0.04100969,4.51404768   ,110.15041105  ,0.04098076
2006 ,BTC          ,ETH               ,2017-11-07 23:10:00,300   ,0.04109998,0.0409498 ,0.04100969,0.04109998,7.44121198   ,181.35631782  ,0.04103089
2007 ,BTC          ,ETH               ,2017-11-07 23:15:00,300   ,0.04126976,0.04102493,0.04102493,0.04113601,4.35397544   ,105.79159199  ,0.04115615
2008 ,BTC          ,ETH               ,2017-11-07 23:20:00,300   ,0.0412    ,0.04107109,0.04114187,0.04113423,5.20941817   ,126.5784691   ,0.04115564
2009 ,BTC          ,ETH               ,2017-11-07 23:25:00,300   ,0.041184  ,0.04103701,0.04113427,0.0411805 ,12.58475975  ,306.05733632  ,0.04111896
2010 ,BTC          ,ETH               ,2017-11-07 23:30:00,300   ,0.04116987,0.04105501,0.04107701,0.04111117,4.21250423   ,102.45589954  ,0.04111529
2011 ,BTC          ,ETH               ,2017-11-07 23:35:00,300   ,0.04123706,0.04109706,0.04115987,0.04116206,19.48710204  ,473.1418647   ,0.04118659
2012 ,BTC          ,ETH               ,2017-11-07 23:40:00,300   ,0.04123574,0.04110007,0.04117   ,0.0412    ,9.19620651   ,223.24242766  ,0.04119381
2013 ,BTC          ,ETH               ,2017-11-07 23:45:00,300   ,0.04127384,0.04085029,0.0412    ,0.04124   ,18.04617553  ,438.76476455  ,0.0411295
2014 ,BTC          ,ETH               ,2017-11-07 23:50:00,300   ,0.04138993,0.04122001,0.04124   ,0.04132   ,24.42280277  ,591.09784322  ,0.04131769
2015 ,BTC          ,ETH               ,2017-11-07 23:55:00,300   ,0.04138993,0.04127101,0.041302  ,0.04128101,15.75954329  ,381.11774667  ,0.04135085
2016 ,BTC          ,ETH               ,2017-11-08 00:00:00,300   ,0.041287  ,0.04117618,0.04125601,0.04126697,5.48298982   ,132.89447121  ,0.04125822
2017 ,BTC          ,ETH               ,2017-11-08 00:05:00,300   ,0.04138968,0.04126697,0.04128514,0.04138869,4.98265671   ,120.56413645  ,0.04132785
2018 ,BTC          ,ETH               ,2017-11-08 00:10:00,300   ,0.04139   ,0.04128004,0.04133507,0.04132804,3.58130996   ,86.59958444   ,0.04135481
2019 ,BTC          ,ETH               ,2017-11-08 00:15:00,300   ,0.04139   ,0.04129   ,0.04133803,0.04135   ,12.1938896   ,294.84809947  ,0.04135651
2020 ,BTC          ,ETH               ,2017-11-08 00:20:00,300   ,0.04149   ,0.04135002,0.04135002,0.041444  ,34.04207299  ,821.2567369   ,0.04145119
2021 ,BTC          ,ETH               ,2017-11-08 00:25:00,300   ,0.04149   ,0.04140103,0.041449  ,0.04149   ,9.00978976   ,217.20198969  ,0.04148115
2022 ,BTC          ,ETH               ,2017-11-08 00:30:00,300   ,0.04154394,0.04148997,0.04149   ,0.04154394,15.72237618  ,378.88840661  ,0.04149606
2023 ,BTC          ,ETH               ,2017-11-08 00:35:00,300   ,0.04160325,0.04151   ,0.04154392,0.04155002,8.67246712   ,208.75035585  ,0.04154468
2024 ,BTC          ,ETH               ,2017-11-08 00:40:00,300   ,0.04161053,0.04150596,0.04155002,0.04154   ,11.91919866  ,286.60091707  ,0.04158813
2025 ,BTC          ,ETH               ,2017-11-08 00:45:00,300   ,0.04159997,0.041495  ,0.04151604,0.04159089,6.33865247   ,152.5213564   ,0.04155911
2026 ,BTC          ,ETH               ,2017-11-08 00:50:00,300   ,0.04161053,0.041495  ,0.04151104,0.04159753,4.40896873   ,105.99612075  ,0.04159556
2027 ,BTC          ,ETH               ,2017-11-08 00:55:00,300   ,0.04160419,0.04148997,0.04159753,0.04149488,6.26559409   ,150.87891689  ,0.0415273
2028 ,BTC          ,ETH               ,2017-11-08 01:00:00,300   ,0.041571  ,0.041437  ,0.04149008,0.0415005 ,6.194037     ,149.27006992  ,0.0414955
2029 ,BTC          ,ETH               ,2017-11-08 01:05:00,300   ,0.04158753,0.04146204,0.04147975,0.0415106 ,3.13842755   ,75.55235138   ,0.04153977
2030 ,BTC          ,ETH               ,2017-11-08 01:10:00,300   ,0.04160081,0.04151064,0.0415108 ,0.04157   ,6.00771546   ,144.44500948  ,0.04159171
2031 ,BTC          ,ETH               ,2017-11-08 01:15:00,300   ,0.04158709,0.04130186,0.04157   ,0.04135901,26.95005343  ,650.6399599   ,0.04142083
2032 ,BTC          ,ETH               ,2017-11-08 01:20:00,300   ,0.04149128,0.04129607,0.04149127,0.0414398 ,3.23751859   ,78.14248471   ,0.04143096
2033 ,BTC          ,ETH               ,2017-11-08 01:25:00,300   ,0.041507  ,0.04128971,0.04143975,0.04150699,5.79176364   ,139.80687577  ,0.04142688
2034 ,BTC          ,ETH               ,2017-11-08 01:30:00,300   ,0.04152398,0.041344  ,0.04144437,0.0414    ,5.26033074   ,126.94102137  ,0.04143917
2035 ,BTC          ,ETH               ,2017-11-08 01:35:00,300   ,0.04142896,0.04130141,0.0414    ,0.04135777,6.86521027   ,166.09277763  ,0.04133358
2036 ,BTC          ,ETH               ,2017-11-08 01:40:00,300   ,0.04135491,0.04122496,0.04135491,0.04122496,10.69866965  ,259.13394118  ,0.04128625
2037 ,BTC          ,ETH               ,2017-11-08 01:45:00,300   ,0.04131   ,0.04128082,0.04128083,0.04131   ,3.06217687   ,74.16581809   ,0.04128825
2038 ,BTC          ,ETH               ,2017-11-08 01:50:00,300   ,0.0413099 ,0.04127733,0.04130984,0.04127733,4.12718284   ,99.97352289   ,0.04128275
2039 ,BTC          ,ETH               ,2017-11-08 01:55:00,300   ,0.04130492,0.04122496,0.04130492,0.04123   ,5.2516491    ,127.23530259  ,0.04127509
2040 ,BTC          ,ETH               ,2017-11-08 02:00:00,300   ,0.04127499,0.04114075,0.04123733,0.04119197,3.20744051   ,77.85995874   ,0.04119499
2041 ,BTC          ,ETH               ,2017-11-08 02:05:00,300   ,0.04121297,0.04112579,0.04119037,0.041207  ,5.33906913   ,129.68883454  ,0.0411683
2042 ,BTC          ,ETH               ,2017-11-08 02:10:00,300   ,0.041228  ,0.04112545,0.04118211,0.04115101,6.52418007   ,158.47733612  ,0.0411679
2043 ,BTC          ,ETH               ,2017-11-08 02:15:00,300   ,0.04119197,0.04112615,0.04118653,0.04113599,9.85937839   ,239.59389616  ,0.04115037
2044 ,BTC          ,ETH               ,2017-11-08 02:20:00,300   ,0.04115503,0.04101   ,0.04115503,0.04106596,5.40894193   ,131.54673083  ,0.04111802
2045 ,BTC          ,ETH               ,2017-11-08 02:25:00,300   ,0.041096  ,0.04095307,0.04106099,0.04098106,32.06566709  ,782.21650042  ,0.04099334
2046 ,BTC          ,ETH               ,2017-11-08 02:30:00,300   ,0.04098107,0.040942  ,0.04098107,0.04098104,5.61208811   ,136.97244421  ,0.04097238
2047 ,BTC          ,ETH               ,2017-11-08 02:35:00,300   ,0.04098107,0.04092694,0.04096901,0.04098107,8.02847381   ,195.92221569  ,0.04097786
2048 ,BTC          ,ETH               ,2017-11-08 02:40:00,300   ,0.04098107,0.04095   ,0.04096503,0.0409677 ,10.83252311  ,264.35910312  ,0.04097654
